CACode,VaCode,Estimate,ASE,Flag
C03B,V18B,19.8,3.3,
C03B,V18C,4.8,1.1,
C03B,V18D,3.5,0.9,
C03B,V18E,0.6,0.6,***
C03B,V19A,2.3,0.8,*
C03B,V19B,10.5,1.8,
C03B,V19C,12,2.6,
C03B,V19D,75.1,3.2,
C03B,V20A,42.3,7.5,
C03B,V21A,40.2,6.8,
C03B,V22A,12,4.2,*
C03B,V23A,20.8,5.9,
C03B,V24A,39.2,3.7,
C03B,V24B,20.8,3.1,
C03B,V24C,5,1.7,*
C03B,V24D,3.1,1.7,**
C03B,V24E,28.6,3.3,
C03B,V24F,3.3,1.3,*
C03B,V25A,40.7,4,
C03B,V25B,29.2,3.2,
C03B,V25C,15.3,2.9,
C03B,V25D,8,2,
C03B,V25E,6.7,1.7,
C03B,V26A,48.7,6.6,
C03B,V27A,36.7,6.1,
C03B,V28A,25.5,5.7,
C03B,V29A,23.5,6.4,
C03B,V29B,64.6,6.2,
C03B,V29C,2.5,1.3,**
C03B,V29D,5.2,2.7,**
C03B,V29E,4.2,1.7,*
C03B,V30A,21.3,3.3,
C03B,V30B,15,2.4,
C03B,V30C,12.4,2.1,
C03B,V30D,13.5,2.3,
C03B,V30E,37.8,2.8,
C03B,V31A,45,4.4,
C03B,V32A,22.8,3.4,
C03B,V33A,3.3,1.5,*
C03B,V34A,18.6,3.6,
C03B,V35A,19.4,3.3,
C03B,V36A,6.9,1.9,
C03B,V37A,39.6,5.7,
C03B,V37B,16.8,3.4,
C03B,V37C,10.6,2.8,
C03B,V37D,7.3,2.6,*
C03B,V37E,22.4,4.1,
C03B,V37F,3.2,1.3,*
C03B,V38A,35.3,6.8,
C03B,V39A,20.4,6.3,*
C03B,V40A,18.7,6.7,*
C03B,V41A,7.2,3.5,*
C03B,V42A,27.2,6.4,
C03B,V43A,8.6,4.4,**
C03B,V44A,27.9,3.1,
C03B,V44B,34.2,3.2,
C03B,V44C,17.2,2.3,
C03B,V44D,12.4,2.1,
C03B,V44E,8.4,2.3,
C03B,V45A,35.7,3.5,
C03B,V45B,20.8,2.8,
C03B,V45C,18.8,3.3,
C03B,V45D,10.5,1.8,
C03B,V45E,14.1,2.2,
C03B,V46A,26.4,6.9,
C03B,V46B,17.4,5.3,*
C03B,V46C,12.2,4.5,*
C03B,V46D,19.4,5.9,*
C03B,V46E,24.6,6.8,
C03B,V47A,16.2,3.3,
C03B,V47B,20.4,3.4,
C03B,V47C,14.7,2.7,
C03B,V47D,11.3,3.4,*
C03B,V47E,6.9,2,
C03B,V47F,11.8,2.4,
C03B,V47G,5.1,2.1,*
C03B,V47H,6,1.8,
C03B,V47I,7.6,2.2,
C03C,V00T,15.1,0,B
C03C,V01A,36.6,2.9,
C03C,V01B,50,2.9,
C03C,V01C,7.4,1.5,
C03C,V01D,5.9,1.2,
C03C,V02A,2.1,1,*
C03C,V02B,8.5,1.8,
C03C,V02C,85.9,2.3,
C03C,V02D,2.2,0.9,*
C03C,V02E,1.3,0.7,*
C03C,V03A,54.9,3.4,
C03C,V03B,38.1,3.1,
C03C,V03C,4.8,1.6,*
C03C,V03D,2.2,1,*
C03C,V04A,11.7,2.1,
C03C,V04B,8.1,1.7,
C03C,V04C,21.7,2.3,
C03C,V04D,13.1,2.2,
C03C,V04E,17.3,2.7,
C03C,V04F,12.1,2.1,
C03C,V04G,5.7,1.4,
C03C,V04H,10.3,2.1,
C03C,V04M,6.2,0.2,
C03C,V05A,25.4,2.6,
C03C,V05B,30.2,3.2,
C03C,V05C,40.2,3.5,
C03C,V05D,4.2,1.3,*
C03C,V06A,5.2,1.3,
C03C,V06B,35.5,2.8,
C03C,V06C,59.2,3,
C03C,V07A,46.4,2.9,
C03C,V07B,53.6,2.9,
C03C,V08A,17.2,4,
C03C,V08B,27.6,4.8,
C03C,V08C,55.1,5,
C03C,V09A,25.4,2.9,
C03C,V09B,51.8,3,
C03C,V09C,16.8,2.5,
C03C,V09D,6,1.5,
C03C,V10A,68.9,7.7,
C03C,V11A,20.6,7,*
C03C,V12A,28.8,8.5,
C03C,V13A,9.4,5.1,**
C03C,V14A,50.5,10.2,
C03C,V15A,31.6,11.4,*
C03C,V16A,18.1,6.9,*
C03C,V17A,87.2,1.9,
C03C,V17B,9.3,1.6,
C03C,V17C,1.5,0.9,**
C03C,V17D,2,0.7,*
C03C,V18A,73.4,2.9,
C03C,V18B,18.5,2.8,
C03C,V18C,4.8,1.4,
C03C,V18D,2.7,1,*
C03C,V18E,0.6,0.4,**
C03C,V19A,2.6,0.9,*
C03C,V19B,11.7,2.1,
C03C,V19C,9.7,1.9,
C03C,V19D,75.9,2.7,
C03C,V20A,43.5,8.2,
C03C,V21A,40.1,7.5,
C03C,V22A,15.1,4.8,*
C03C,V23A,19,5.7,
C03C,V24A,39.9,3.4,
C03C,V24B,14.5,2.6,
C03C,V24C,6.1,1.9,*
C03C,V24D,1.8,1,**
C03C,V24E,31.9,3.4,
C03C,V24F,5.8,1.5,
C03C,V25A,53.7,3.4,
C03C,V25B,23.5,2.7,
C03C,V25C,11.9,2,
C03C,V25D,5.7,1.5,
C03C,V25E,5.1,1.5,
C03C,V26A,53.6,7,
C03C,V27A,29.6,6,
C03C,V28A,25.1,5.7,
C03C,V29A,28.6,5.1,
C03C,V29B,55.6,5.8,
C03C,V29C,2.8,2,**
C03C,V29D,7.4,2.9,*
C03C,V29E,5.6,2.2,*
C03C,V30A,21.1,2.3,
C03C,V30B,11.9,2.2,
C03C,V30C,13.7,2.1,
C03C,V30D,13.1,2.2,
C03C,V30E,40.1,3.2,
C03C,V31A,48.6,4.2,
C03C,V32A,18.2,2.6,
C03C,V33A,4.7,1.5,*
C03C,V34A,15.1,2.3,
C03C,V35A,22.8,3.3,
C03C,V36A,5,1.8,*
C03C,V37A,36.5,3.9,
C03C,V37B,15.4,2.6,
C03C,V37C,10.4,2.4,
C03C,V37D,7.4,2.1,
C03C,V37E,28.6,3.1,
C03C,V37F,1.7,0.8,*
C03C,V38A,43.6,6.6,
C03C,V39A,17.7,4.4,
C03C,V40A,7.2,2.7,*
C03C,V41A,9.4,2.9,*
C03C,V42A,27.7,4.8,
C03C,V43A,7.4,2.6,*
C03C,V44A,16.2,2.2,
C03C,V44B,25.4,2.9,
C03C,V44C,16,2.2,
C03C,V44D,25.9,2.7,
C03C,V44E,16.5,2.6,
C03C,V45A,49.6,5.2,
C03C,V45B,22,3.9,
C03C,V45C,16.1,3.4,
C03C,V45D,6.5,1.7,
C03C,V45E,5.9,1.8,*
C03C,V46A,14.8,4.6,*
C03C,V46B,14,4.5,*
C03C,V46C,15.2,5.2,*
C03C,V46D,30.3,6.8,
C03C,V46E,25.8,6.2,
C03C,V47A,13.1,3,
C03C,V47B,27.4,4.5,
C03C,V47C,11.3,3.8,*
C03C,V47D,9.1,2.8,*
C03C,V47E,8.2,2.8,*
C03C,V47F,14.5,3.3,
C03C,V47G,4.3,1.8,*
C03C,V47H,5.4,2.6,*
C03C,V47I,6.7,2.9,*
C03D,V00T,16.3,0,B
C03D,V01A,44.2,3.4,
C03D,V01B,43.8,3.4,
C03D,V01C,7.2,1.6,
C03D,V01D,4.8,1.4,
C03D,V02A,1.8,0.7,*
C03D,V02B,6.9,1.6,
C03D,V02C,88.5,2,
C03D,V02D,1.7,0.7,*
C03D,V02E,1,0.8,**
C03D,V03A,61.4,3.2,
C03D,V03B,32.5,3,
C03D,V03C,4.5,1.1,
C03D,V03D,1.6,0.7,*
C03D,V04A,11,2.1,
C03D,V04B,6.3,1.4,
C03D,V04C,19.5,2.5,
C03D,V04D,10.2,2,
C03D,V04E,16.7,2.1,
C03D,V04F,15.8,2.5,
C03D,V04G,5.8,1.6,
C03D,V04H,14.7,2.2,
C03D,V04M,6.5,0.2,
C03D,V05A,20.8,2.9,
C03D,V05B,31.2,3.3,
C03D,V05C,45.1,3.8,
C03D,V05D,2.9,0.9,*
C03D,V06A,3.4,0.9,
C03D,V06B,35.4,3,
C03D,V06C,61.2,3,
C03D,V07A,40.9,3.4,
C03D,V07B,59.1,3.4,
C03D,V08A,16.4,3.7,
C03D,V08B,30,4.5,
C03D,V08C,53.6,4.6,
C03D,V09A,26.1,3.3,
C03D,V09B,51.8,3.5,
C03D,V09C,16.5,2.3,
C03D,V09D,5.5,1.4,
C03D,V10A,61.2,8.9,
C03D,V11A,18.2,5.8,*
C03D,V12A,38,8,
C03D,V13A,10.6,5.2,*
C03D,V14A,57.5,13.4,
C03D,V15A,21.2,9.9,*
C03D,V16A,19,8.6,*
C03D,V17A,87.4,2,
C03D,V17B,8.1,1.6,
C03D,V17C,2.4,0.9,*
C03D,V17D,2.2,0.9,*
C03D,V18A,77.6,2.5,
C03D,V18B,15.4,2.4,
C03D,V18C,4,1,
C03D,V18D,2.6,0.8,*
C03D,V18E,0.4,0.4,**
C03D,V19A,3,1.2,*
C03D,V19B,10.2,1.8,
C03D,V19C,8.1,1.5,
C03D,V19D,78.7,2.5,
C03D,V20A,37.9,7,
C03D,V21A,42.4,7.3,
C03D,V22A,18,5.5,*
C03D,V23A,18.2,6.3,*
C03D,V24A,38.3,3.5,
C03D,V24B,10.9,2.3,
C03D,V24C,7.1,1.7,
C03D,V24D,2.2,1.1,*
C03D,V24E,34.8,3.7,
C03D,V24F,6.8,2,
C03D,V25A,58.7,2.9,
C03D,V25B,20.3,2.3,
C03D,V25C,12.3,2.4,
C03D,V25D,5.1,1.5,
C03D,V25E,3.6,1.1,
C03D,V26A,55.8,6.6,
C03D,V27A,33.6,5.8,
C03D,V28A,20.7,5.9,
C03D,V29A,26.7,5,
C03D,V29B,50.1,6.2,
C03D,V29C,2.1,1.8,**
C03D,V29D,9.4,3.4,*
C03D,V29E,11.8,3.9,*
C03D,V30A,20.7,2.7,
C03D,V30B,9.6,1.8,
C03D,V30C,11,2.6,
C03D,V30D,14.6,2.6,
C03D,V30E,44,3.5,
C03D,V31A,49.6,3.8,
C03D,V32A,16.8,2.9,
C03D,V33A,4.5,1.6,*
C03D,V34A,19.4,3.4,
C03D,V35A,21,3.3,
C03D,V36A,3.5,1.3,*
C03D,V37A,30.8,5.2,
C03D,V37B,10.5,2.9,
C03D,V37C,11.4,4.3,*
C03D,V37D,9,2.7,
C03D,V37E,35.7,5.5,
C03D,V37F,2.5,1.9,**
C03D,V38A,46.1,6.6,
C03D,V39A,16.2,4.7,
C03D,V40A,5.3,2.5,*
C03D,V41A,13.5,4.7,*
C03D,V42A,27.4,5.7,
C03D,V43A,4.6,2.8,**
C03D,V44A,10,1.8,
C03D,V44B,15.7,2.4,
C03D,V44C,12.8,2.1,
C03D,V44D,20.7,2.8,
C03D,V44E,40.7,3,
C03D,V45A,57.6,4.7,
C03D,V45B,21.4,4.2,
C03D,V45C,13.2,3.1,
C03D,V45D,5.2,2,*
C03D,V45E,2.7,1.4,**
C03D,V46A,19.8,6,*
C03D,V46B,10.5,4.6,*
C03D,V46C,13.9,5.3,*
C03D,V46D,24.7,7.2,
C03D,V46E,31.1,7.6,
C03D,V47A,25.1,5.8,
C03D,V47B,24.9,5.9,
C03D,V47C,9,3.2,*
C03D,V47D,7.3,3.6,*
C03D,V47E,7.2,2.8,*
C03D,V47F,9.2,3.5,*
C03D,V47G,4.8,2.8,**
C03D,V47H,6.7,2.9,*
C03D,V47I,5.8,3.3,**
C03E,V00T,15,0,B
C03E,V01A,48.8,3,
C03E,V01B,43.4,2.9,
C03E,V01C,4.9,1.4,
C03E,V01D,2.8,0.8,*
C03E,V02A,1.5,0.9,**
C03E,V02B,7.3,1.7,
C03E,V02C,88.2,2.4,
C03E,V02D,1.7,0.7,*
C03E,V02E,1.2,0.7,**
C03E,V03A,60.9,3.1,
C03E,V03B,34.7,3.1,
C03E,V03C,2.4,0.9,*
C03E,V03D,2,0.9,*
C03E,V04A,8.6,1.9,
C03E,V04B,6.8,1.8,
C03E,V04C,21.4,2.7,
C03E,V04D,9.7,1.7,
C03E,V04E,16.5,2.3,
C03E,V04F,14.1,2.2,
C03E,V04G,5.7,1.6,
C03E,V04H,17.2,2.4,
C03E,V04M,6.6,0.2,
C03E,V05A,19.1,3.2,
C03E,V05B,28.5,2.7,
C03E,V05C,50.2,3.7,
C03E,V05D,2.1,0.9,*
C03E,V06A,2.2,0.8,*
C03E,V06B,27.7,2.8,
C03E,V06C,70.1,3,
C03E,V07A,32.4,3.4,
C03E,V07B,67.6,3.4,
C03E,V08A,17.5,4.3,
C03E,V08B,30.4,5.4,
C03E,V08C,52.1,5.5,
C03E,V09A,28.2,2.8,
C03E,V09B,50.5,3,
C03E,V09C,16.2,2.4,
C03E,V09D,5.1,1.6,*
C03E,V10A,63.6,7.8,
C03E,V11A,8.2,3.8,*
C03E,V12A,37.5,8,
C03E,V13A,16.4,10.9,**
C03E,V14A,51,12.1,
C03E,V15A,22.7,10.1,*
C03E,V16A,14.2,7.9,**
C03E,V17A,89,1.9,
C03E,V17B,7.1,1.6,
C03E,V17C,2.2,0.9,*
C03E,V17D,1.7,0.6,*
C03E,V18A,76.6,2.7,
C03E,V18B,15.6,2.4,
C03E,V18C,4.3,1.2,
C03E,V18D,2.8,0.9,*
C03E,V18E,0.6,0.6,**
C03E,V19A,3.1,1.1,*
C03E,V19B,9.5,1.6,
C03E,V19C,8,1.7,
C03E,V19D,79.4,2.5,
C03E,V20A,42.2,7.8,
C03E,V21A,38.8,8.1,
C03E,V22A,10.6,4.2,*
C03E,V23A,26.2,7.6,
C03E,V24A,33.1,3.4,
C03E,V24B,12.1,2.3,
C03E,V24C,9.6,2.4,
C03E,V24D,2.8,1.1,*
C03E,V24E,34.9,4,
C03E,V24F,7.4,1.9,
C03E,V25A,55.8,3.1,
C03E,V25B,24.1,3,
C03E,V25C,11.7,2,
C03E,V25D,5.1,1.4,
C03E,V25E,3.3,1.1,*
C03E,V26A,50.9,7.1,
C03E,V27A,32.8,6.5,
C03E,V28A,20.9,5.6,
C03E,V29A,25.2,6.1,
C03E,V29B,47.1,6.5,
C03E,V29C,2.5,2,**
C03E,V29D,10.3,4.6,*
C03E,V29E,14.9,4.6,*
C03E,V30A,16.2,2.6,
C03E,V30B,9.1,2,
C03E,V30C,10,2,
C03E,V30D,12.6,2.1,
C03E,V30E,52.1,3.4,
C03E,V31A,54.8,3.7,
C03E,V32A,13.8,3.1,
C03E,V33A,2.3,1,*
C03E,V34A,17.1,2.6,
C03E,V35A,22,3.1,
C03E,V36A,2.9,1,*
C03E,V37A,26.3,9.6,*
C03E,V37B,21.1,9.4,*
C03E,V37C,11.1,6.4,**
C03E,V37D,5.7,4.1,**
C03E,V37E,34.9,8.6,
C03E,V37F,S,,S
C03E,V38A,48.4,13.9,
C03E,V39A,25.8,15.5,**
C03E,V40A,11.4,8.4,**
C03E,V41A,11.7,8.8,**
C03E,V42A,17.5,8.8,**
C03E,V43A,6.2,6.1,**
C03E,V44A,7.5,1.6,
C03E,V44B,11.7,2.2,
C03E,V44C,8.8,1.8,
C03E,V44D,16.1,2,
C03E,V44E,55.9,3.3,
C03E,V45A,61.1,5.2,
C03E,V45B,22.6,4.8,
C03E,V45C,10.3,2.9,
C03E,V45D,2.8,1.7,**
C03E,V45E,3.2,2.3,**
C03E,V46A,19.5,5.7,
C03E,V46B,10.3,4.7,*
C03E,V46C,15.9,5.7,*
C03E,V46D,18.6,5.2,
C03E,V46E,35.7,8.2,
C03E,V47A,17.1,5.4,*
C03E,V47B,32.2,8.2,
C03E,V47C,13.7,5.2,*
C03E,V47D,4.4,2.4,**
C03E,V47E,7.4,3.5,*
C03E,V47F,8.7,4,*
C03E,V47G,4.5,2.8,**
C03E,V47H,4.7,3.2,**
C03E,V47I,7.4,3.9,**
C03F,V00T,18.4,0,B
C03F,V01A,56.9,2.5,
C03F,V01B,37.3,2.5,
C03F,V01C,3.7,0.9,
C03F,V01D,2.2,0.8,*
C03F,V02A,1,0.5,*
C03F,V02B,7.2,1.6,
C03F,V02C,88.6,1.9,
C03F,V02D,2.2,0.7,*
C03F,V02E,1,0.5,**
C03F,V03A,65.3,2.8,
C03F,V03B,31.1,2.6,
C03F,V03C,2.3,0.8,*
C03F,V03D,1.4,0.6,*
C03F,V04A,6.8,1.4,
C03F,V04B,5.4,1.1,
C03F,V04C,19.8,2.2,
C03F,V04D,11.2,1.6,
C03F,V04E,14.3,1.7,
C03F,V04F,15.7,1.8,
C03F,V04G,6.7,1.3,
C03F,V04H,20.2,2.1,
C03F,V04M,6.9,0.1,
C03F,V05A,12.9,1.7,
C03F,V05B,25.8,2.2,
C03F,V05C,59.7,2.3,
C03F,V05D,1.6,0.6,*
C03F,V06A,1.7,0.6,*
C03F,V06B,15.8,2,
C03F,V06C,82.6,2,
C03F,V07A,18.3,1.9,
C03F,V07B,81.7,1.9,
C03F,V08A,12.3,4.2,*
C03F,V08B,24.9,5,
C03F,V08C,62.9,5.9,
C03F,V09A,43,2.6,
C03F,V09B,46.5,2.8,
C03F,V09C,8.6,1.5,
C03F,V09D,1.9,0.7,*
C03F,V10A,56.3,8.5,
C03F,V11A,8.8,4.9,**
C03F,V12A,42.2,8.1,
C03F,V13A,16.6,17.7,***
C03F,V14A,52.5,17.8,*
C03F,V15A,8.9,9.5,***
C03F,V16A,28.4,15.7,**
C03F,V17A,91.4,1.4,
C03F,V17B,5.2,1.1,
C03F,V17C,1.6,0.6,*
C03F,V17D,1.8,0.6,*
C03F,V18A,78.9,2.2,
C03F,V18B,13.7,1.8,
C03F,V18C,3.5,0.9,
C03F,V18D,3,0.9,
C03F,V18E,0.9,0.4,*
C03F,V19A,3,0.8,
C03F,V19B,6.4,1.2,
C03F,V19C,7.2,1.5,
C03F,V19D,83.4,1.9,
C03F,V20A,45.7,7.7,
C03F,V21A,25.1,6.1,
C03F,V22A,10.1,4.1,*
C03F,V23A,28.2,6.5,
C03F,V24A,43,3.1,
C03F,V24B,13.4,1.8,
C03F,V24C,10.1,1.8,
C03F,V24D,2.4,0.7,*
C03F,V24E,26.2,2.6,
C03F,V24F,5,1.3,
C03F,V25A,63.4,2.7,
C03F,V25B,20.1,2,
C03F,V25C,10.8,1.8,
C03F,V25D,3,1.1,*
C03F,V25E,2.6,0.8,*
C03F,V26A,64.8,6.8,
C03F,V27A,19.4,5.9,*
C03F,V28A,18.5,5.6,*
C03F,V29A,28.2,5.1,
C03F,V29B,50.2,7.2,
C03F,V29C,0.7,0.6,**
C03F,V29D,11.8,4.7,*
C03F,V29E,9.1,3.1,*
C03F,V30A,14.8,2,
C03F,V30B,6.7,1.2,
C03F,V30C,9.3,1.7,
C03F,V30D,10,1.4,
C03F,V30E,59.2,2.5,
C03F,V31A,54.5,2.9,
C03F,V32A,5.9,1.4,
C03F,V33A,1.3,0.7,**
C03F,V34A,25.1,2.6,
C03F,V35A,21.5,2.5,
C03F,V36A,2.6,0.9,*
C03F,V37A,33.9,16.1,*
C03F,V37B,8,9.3,***
C03F,V37C,18.8,12.5,**
C03F,V37D,14.5,13.4,**
C03F,V37E,22.3,10.9,*
C03F,V37F,S,,S
C03F,V38A,34.7,19,**
C03F,V39A,22.2,18.7,**
C03F,V40A,27.8,21.1,**
C03F,V41A,S,,S
C03F,V42A,23.3,21,**
C03F,V43A,6.6,9.4,***
C03F,V44A,4.3,1,
C03F,V44B,8.8,1.5,
C03F,V44C,9.2,1.7,
C03F,V44D,16.9,2.5,
C03F,V44E,60.7,3.2,
C03F,V45A,77.7,5,
C03F,V45B,14.5,4.5,*
C03F,V45C,5.1,2,*
C03F,V45D,2.1,1.6,**
C03F,V45E,S,,S
C03F,V46A,30.7,7,
C03F,V46B,3.6,2.6,**
C03F,V46C,8.7,4.8,**
C03F,V46D,31.5,6.5,
C03F,V46E,25.5,5.4,
C03F,V47A,18.7,7,*
C03F,V47B,15.4,8.5,**
C03F,V47C,10.9,5.4,**
C03F,V47D,S,,S
C03F,V47E,8.4,4.8,**
C03F,V47F,18.5,6.7,*
C03F,V47G,10,5.2,**
C03F,V47H,4.4,3.1,**
C03F,V47I,12,7.5,**
C04A,V00T,48.8,0,B
C04A,V01A,44.1,2,
C04A,V01B,46.4,2,
C04A,V01C,5.8,0.9,
C04A,V01D,3.7,0.8,
C04A,V02A,2.9,0.7,
C04A,V02B,9.5,1.3,
C04A,V02C,83.7,1.8,
C04A,V02D,2.6,0.7,
C04A,V02E,1.3,0.4,*
C04A,V03A,55.4,2.2,
C04A,V03B,37.9,2.1,
C04A,V03C,4.6,0.9,
C04A,V03D,2.1,0.6,*
C04A,V04A,10.1,1.2,
C04A,V04B,6,0.8,
C04A,V04C,21.3,1.8,
C04A,V04D,12.2,1.4,
C04A,V04E,15.4,1.4,
C04A,V04F,14.6,1.3,
C04A,V04G,5.7,0.8,
C04A,V04H,14.7,1.6,
C04A,V04M,6.5,0.1,
C04A,V05A,19.5,1.6,
C04A,V05B,29,1.8,
C04A,V05C,47.5,2.2,
C04A,V05D,3.9,0.7,
C04A,V06A,2.5,0.6,
C04A,V06B,29.6,1.9,
C04A,V06C,67.9,2,
C04A,V07A,34.2,2.1,
C04A,V07B,65.8,2.1,
C04A,V08A,15.8,2.6,
C04A,V08B,28.8,3,
C04A,V08C,55.4,3.5,
C04A,V09A,32.3,2,
C04A,V09B,51,2.1,
C04A,V09C,13.4,1.4,
C04A,V09D,3.3,0.7,
C04A,V10A,60.3,5.6,
C04A,V11A,17.5,4.3,
C04A,V12A,37.2,6.5,
C04A,V13A,17.6,6.1,*
C04A,V14A,50.9,7.6,
C04A,V15A,23.3,7.3,*
C04A,V16A,17.1,4.9,
C04A,V17A,85.2,1.4,
C04A,V17B,9.7,1.4,
C04A,V17C,2.6,0.6,
C04A,V17D,2.5,0.6,
C04A,V18A,73.8,2,
C04A,V18B,17.7,2,
C04A,V18C,4.4,0.7,
C04A,V18D,3.2,0.6,
C04A,V18E,0.9,0.4,*
C04A,V19A,3,0.6,
C04A,V19B,11.2,1.3,
C04A,V19C,10.1,1.3,
C04A,V19D,75.7,1.8,
C04A,V20A,39.2,4.3,
C04A,V21A,35.9,4.2,
C04A,V22A,12.8,3.1,
C04A,V23A,26.1,4.4,
C04A,V24A,38.3,2.4,
C04A,V24B,14.5,1.6,
C04A,V24C,7.9,1.2,
C04A,V24D,2.7,0.8,*
C04A,V24E,31.2,2.4,
C04A,V24F,5.5,0.9,
C04A,V25A,48.6,2,
C04A,V25B,26.9,1.7,
C04A,V25C,13.7,1.5,
C04A,V25D,6,1.1,
C04A,V25E,4.8,0.9,
C04A,V26A,56.8,4.2,
C04A,V27A,29,3.6,
C04A,V28A,22.8,4,
C04A,V29A,25.8,3.6,
C04A,V29B,54.4,4.9,
C04A,V29C,2.2,0.9,*
C04A,V29D,8.2,2.1,
C04A,V29E,9.3,2,
C04A,V30A,18.2,1.9,
C04A,V30B,11,1.3,
C04A,V30C,13.3,1.3,
C04A,V30D,13.4,1.6,
C04A,V30E,44.1,2.1,
C04A,V31A,53.6,2.5,
C04A,V32A,15.8,1.7,
C04A,V33A,3.4,0.8,
C04A,V34A,15.6,1.7,
C04A,V35A,19.6,1.9,
C04A,V36A,4.1,1,
C04A,V37A,35.5,3.8,
C04A,V37B,17.2,2.6,
C04A,V37C,11.8,3.1,
C04A,V37D,6.6,2,
C04A,V37E,26.3,3.3,
C04A,V37F,2.6,1,*
C04A,V38A,44.1,5.1,
C04A,V39A,18.1,4.2,
C04A,V40A,11.5,3.4,
C04A,V41A,8.3,2.9,*
C04A,V42A,24.4,4.2,
C04A,V43A,6.5,2.4,*
C04A,V44A,15.7,1.5,
C04A,V44B,20.2,1.6,
C04A,V44C,12.6,1.2,
C04A,V44D,17.4,1.5,
C04A,V44E,34.1,1.9,
C04A,V45A,46.6,3.1,
C04A,V45B,21.3,2.3,
C04A,V45C,14.8,1.9,
C04A,V45D,7.6,1.5,
C04A,V45E,9.7,1.9,
C04A,V46A,23.5,3.7,
C04A,V46B,13.2,3.3,
C04A,V46C,12.8,2.8,
C04A,V46D,22.6,3.8,
C04A,V46E,27.9,4,
C04A,V47A,17.7,3.3,
C04A,V47B,22.6,2.6,
C04A,V47C,12.4,2.2,
C04A,V47D,10.6,2.9,
C04A,V47E,8.1,2.2,
C04A,V47F,10.6,2.3,
C04A,V47G,5.3,1.8,*
C04A,V47H,4.3,1.2,
C04A,V47I,8.4,1.9,
C04B,V00T,51.2,0,B
C04B,V01A,44.5,1.7,
C04B,V01B,43.7,1.7,
C04B,V01C,7.2,1,
C04B,V01D,4.6,0.6,
C04B,V02A,2.9,0.8,
C04B,V02B,8.6,1.3,
C04B,V02C,85.2,1.8,
C04B,V02D,2,0.4,
C04B,V02E,1.3,0.4,*
C04B,V03A,56.9,2,
C04B,V03B,36.4,1.9,
C04B,V03C,4.3,0.8,
C04B,V03D,2.4,0.6,
C04B,V04A,10.2,1.1,
C04B,V04B,7.7,1.1,
C04B,V04C,20.1,1.5,
C04B,V04D,10.8,1.1,
C04B,V04E,17.3,1.1,
C04B,V04F,13.6,1.3,
C04B,V04G,5.9,0.9,
C04B,V04H,14.3,1.3,
C04B,V04M,6.4,0.1,
C04B,V05A,22.8,1.6,
C04B,V05B,29.2,1.6,
C04B,V05C,43.4,1.8,
C04B,V05D,4.6,0.8,
C04B,V06A,4.7,0.7,
C04B,V06B,31.4,1.7,
C04B,V06C,63.9,1.7,
C04B,V07A,37.3,1.8,
C04B,V07B,62.7,1.8,
C04B,V08A,17.4,2.1,
C04B,V08B,27.9,2.6,
C04B,V08C,54.7,2.9,
C04B,V09A,28.8,1.8,
C04B,V09B,50.6,1.9,
C04B,V09C,15.5,1.3,
C04B,V09D,5.1,0.8,
C04B,V10A,62.5,5.1,
C04B,V11A,16.4,3.9,
C04B,V12A,37.8,5.5,
C04B,V13A,13.5,4.5,*
C04B,V14A,56.7,6.4,
C04B,V15A,21.1,5.7,
C04B,V16A,17.4,5,
C04B,V17A,88.1,1.2,
C04B,V17B,8.4,1.1,
C04B,V17C,1.8,0.5,
C04B,V17D,1.8,0.4,
C04B,V18A,75.4,1.7,
C04B,V18B,16.4,1.5,
C04B,V18C,4.3,0.7,
C04B,V18D,3.1,0.6,
C04B,V18E,0.9,0.3,*
C04B,V19A,2.9,0.7,
C04B,V19B,9.5,1.1,
C04B,V19C,9.1,1,
C04B,V19D,78.6,1.5,
C04B,V20A,39.8,4.5,
C04B,V21A,38.8,4,
C04B,V22A,12.8,3.3,
C04B,V23A,22.3,4,
C04B,V24A,38.7,2,
C04B,V24B,15.2,1.5,
C04B,V24C,6.9,1.1,
C04B,V24D,2.9,0.7,
C04B,V24E,30.5,2,
C04B,V24F,5.8,0.9,
C04B,V25A,54.4,2.1,
C04B,V25B,23.3,1.7,
C04B,V25C,11.8,1.3,
C04B,V25D,5.1,0.8,
C04B,V25E,5.3,0.9,
C04B,V26A,50.1,4.2,
C04B,V27A,35.3,3.9,
C04B,V28A,24.4,3.2,
C04B,V29A,24.4,3.2,
C04B,V29B,58,3.5,
C04B,V29C,2.3,1,*
C04B,V29D,8.2,2.3,
C04B,V29E,7.1,1.8,
C04B,V30A,17.5,1.5,
C04B,V30B,10.3,1.2,
C04B,V30C,11.7,1.3,
C04B,V30D,12.8,1.2,
C04B,V30E,47.8,1.8,
C04B,V31A,46.4,2.2,
C04B,V32A,17,1.7,
C04B,V33A,3.8,0.8,
C04B,V34A,22.4,1.9,
C04B,V35A,20.8,1.9,
C04B,V36A,5,0.9,
C04B,V37A,32.3,3.2,
C04B,V37B,13.5,2.2,
C04B,V37C,11,2.3,
C04B,V37D,9.4,1.8,
C04B,V37E,31.6,2.9,
C04B,V37F,2.2,0.9,*
C04B,V38A,39.1,4.4,
C04B,V39A,20,3.4,
C04B,V40A,11.8,3.3,
C04B,V41A,11.8,2.9,
C04B,V42A,26.3,4.3,
