CACode,VaCode,Estimate,ASE,Flag
C03E,V01F,11,2.2,
C03E,V01G,16,2.3,
C03E,V01M,7.3,0.1,
C03E,V02A,24.8,2.8,
C03E,V02B,14.8,2.2,
C03E,V02C,11.1,2,
C03E,V02D,16.8,2.1,
C03E,V02E,15,2,
C03E,V02F,7,1.8,
C03E,V02G,10.4,1.8,
C03E,V02M,6,0.2,
C03E,V03A,55.8,3,
C03E,V03B,35.9,3.1,
C03E,V03C,5.6,1.7,*
C03E,V03D,2.7,1.4,**
C03E,V04F,73.9,20.9,
C03E,V05A,28.2,21,**
C03E,V06A,46.2,3.1,
C03E,V06B,41.8,3.4,
C03E,V06C,7.9,1.8,
C03E,V06D,4,1.5,*
C03E,V07A,76,14,
C03E,V08A,28.1,14.8,**
C03E,V09A,65.3,2.9,
C03E,V09B,30.6,3.2,
C03E,V09C,2.4,1.2,**
C03E,V09D,1.6,0.9,**
C03E,V10A,71.9,28.8,*
C03E,V11A,35.3,32,**
C03E,V12A,36.6,3.1,
C03E,V12B,27.2,3.2,
C03E,V12C,11,2,
C03E,V12D,25.2,3.1,
C03E,V13A,39.1,7.1,
C03E,V14A,11.2,4,*
C03E,V15A,47.2,8.1,
C03E,V16A,8.8,3.9,*
C03E,V17A,54.5,3.5,
C03E,V17B,45.5,3.5,
C03E,V18A,5,2.2,*
C03E,V18B,45.8,4.3,
C03E,V18C,29.4,4.5,
C03E,V18D,3.4,1.2,*
C03E,V18E,9.4,2.3,
C03E,V18F,6.9,2.7,*
C03E,V19A,80.6,2.5,
C03E,V19B,19.4,2.5,
C03E,V20A,23.9,3,
C03E,V20B,12.1,2.4,
C03E,V20C,6.3,1.7,
C03E,V20D,16.5,2.5,
C03E,V20E,5.8,2.2,*
C03E,V20F,28.2,3.4,
C03E,V20G,7.2,2,
C03E,V21A,86.8,2.3,
C03E,V21B,13.2,2.3,
C03E,V22A,3.4,1.2,*
C03E,V22B,7.8,1.8,
C03E,V22C,56.4,3.2,
C03E,V22D,5.1,1.4,
C03E,V22E,4.1,1.2,*
C03E,V22F,4.4,1.2,
C03E,V22G,14.4,2.2,
C03E,V22H,4.4,1.4,*
C03E,V23A,74.3,3.5,
C03E,V23B,25.7,3.5,
C03E,V24A,10.4,2.5,
C03E,V24B,37,4,
C03E,V24C,14.4,2.5,
C03E,V24D,6.8,2,
C03E,V24E,16.7,2.8,
C03E,V24F,14.8,3.2,
C03E,V25A,78.8,3.1,
C03E,V25B,21.2,3.1,
C03E,V26A,8.1,2,
C03E,V26B,6.1,1.5,
C03E,V26C,19.7,3,
C03E,V26D,23.6,3.2,
C03E,V26E,24.6,3.4,
C03E,V26F,17.8,3.1,
C03E,V27A,20.4,2.4,
C03E,V27B,79.6,2.4,
C03E,V28A,60.5,2.7,
C03E,V29A,95,1.3,
C03E,V30A,89.8,1.6,
C03F,V00T,11.1,0,B
C03F,V01A,6,1.8,
C03F,V01B,10.7,2.1,
C03F,V01C,9.4,2,
C03F,V01D,18.5,2.6,
C03F,V01E,23.2,2.9,
C03F,V01F,12.7,2.6,
C03F,V01G,19.5,2.9,
C03F,V01M,7.5,0.1,
C03F,V02A,21.3,2.7,
C03F,V02B,14.1,2.2,
C03F,V02C,8.7,1.7,
C03F,V02D,16.3,2.6,
C03F,V02E,15.1,2.1,
C03F,V02F,10,2.1,
C03F,V02G,14.5,2.6,
C03F,V02M,6.4,0.2,
C03F,V03A,56.9,3.3,
C03F,V03B,34.8,3.1,
C03F,V03C,5.5,1.7,
C03F,V03D,2.8,0.9,*
C03F,V04F,59.8,19,*
C03F,V05A,42,19.1,*
C03F,V06A,46.2,3.1,
C03F,V06B,43.2,3,
C03F,V06C,8.4,2,
C03F,V06D,2.3,0.8,*
C03F,V07A,73.7,16.8,
C03F,V08A,43.5,20.1,*
C03F,V09A,63.6,3.4,
C03F,V09B,32.5,3.4,
C03F,V09C,2.5,1.2,*
C03F,V09D,1.3,0.7,**
C03F,V10A,55.4,30.2,**
C03F,V11A,44.6,30.2,**
C03F,V12A,31.8,3.4,
C03F,V12B,30.2,3.2,
C03F,V12C,9.9,2.3,
C03F,V12D,28,3.2,
C03F,V13A,31.4,5.9,
C03F,V14A,10.9,4.8,*
C03F,V15A,50.6,7,
C03F,V16A,12,4,*
C03F,V17A,53.6,3.8,
C03F,V17B,46.4,3.8,
C03F,V18A,5,1.8,*
C03F,V18B,48,4.9,
C03F,V18C,27.8,4.4,
C03F,V18D,5.4,1.8,*
C03F,V18E,7.5,2.9,*
C03F,V18F,6.2,2.4,*
C03F,V19A,80.3,3.1,
C03F,V19B,19.7,3.1,
C03F,V20A,29,3.2,
C03F,V20B,8.5,2.2,
C03F,V20C,4.8,1.5,*
C03F,V20D,15.6,3,
C03F,V20E,4.4,2,*
C03F,V20F,26,3.2,
C03F,V20G,11.6,2.6,
C03F,V21A,87.9,2.8,
C03F,V21B,12.1,2.8,
C03F,V22A,5.8,2,*
C03F,V22B,8.1,2.2,
C03F,V22C,51.6,3.3,
C03F,V22D,4.6,1.3,
C03F,V22E,4.6,2,*
C03F,V22F,6.7,2,
C03F,V22G,15.8,2.4,
C03F,V22H,2.7,1.1,*
C03F,V23A,71.9,3.3,
C03F,V23B,28.1,3.3,
C03F,V24A,10.3,2.8,
C03F,V24B,31.4,3.6,
C03F,V24C,17.7,3.6,
C03F,V24D,5.6,1.8,*
C03F,V24E,18.8,3.7,
C03F,V24F,16.3,2.9,
C03F,V25A,77.8,3.1,
C03F,V25B,22.2,3.1,
C03F,V26A,6.7,2.2,*
C03F,V26B,6.7,1.8,
C03F,V26C,18.4,2.8,
C03F,V26D,22.6,3,
C03F,V26E,26.9,3.2,
C03F,V26F,18.7,3.1,
C03F,V27A,17.6,2.3,
C03F,V27B,82.4,2.3,
C03F,V28A,61.8,3.3,
C03F,V29A,95,1.5,
C03F,V30A,89.9,1.9,
C03G,V00T,7.3,0,B
C03G,V01A,5.4,1.8,*
C03G,V01B,9.6,2.4,
C03G,V01C,10.5,2.4,
C03G,V01D,16.1,2.7,
C03G,V01E,24.2,3.9,
C03G,V01F,14.6,2.5,
C03G,V01G,19.5,3.3,
C03G,V01M,7.6,0.1,
C03G,V02A,15.3,2.9,
C03G,V02B,15.9,3.1,
C03G,V02C,7.5,2.5,*
C03G,V02D,16.1,3,
C03G,V02E,17.6,2.9,
C03G,V02F,10.8,2.2,
C03G,V02G,16.8,2.8,
C03G,V02M,6.8,0.2,
C03G,V03A,55.1,4.3,
C03G,V03B,36.4,3.9,
C03G,V03C,5.5,2.2,*
C03G,V03D,3,1.2,*
C03G,V04F,29.5,17,**
C03G,V05A,82.4,13.8,
C03G,V06A,44.8,4.8,
C03G,V06B,45.3,4.2,
C03G,V06C,6.6,2.4,*
C03G,V06D,3.3,1.3,*
C03G,V07A,40.8,19,*
C03G,V08A,67.1,15.9,
C03G,V09A,56.9,4.7,
C03G,V09B,36.3,4.6,
C03G,V09C,4.8,1.9,*
C03G,V09D,2,0.8,*
C03G,V10A,36.2,22,**
C03G,V11A,68.4,21.2,*
C03G,V12A,28,3.9,
C03G,V12B,32.4,4.4,
C03G,V12C,8.3,2.5,
C03G,V12D,31.3,4.6,
C03G,V13A,36.3,9.2,
C03G,V14A,6.5,3,*
C03G,V15A,45.5,9.6,
C03G,V16A,15.6,5.6,*
C03G,V17A,54.8,4,
C03G,V17B,45.2,4,
C03G,V18A,3.6,1.6,*
C03G,V18B,51.9,5.9,
C03G,V18C,27.3,5.6,
C03G,V18D,5.4,2.1,*
C03G,V18E,4.2,1.8,*
C03G,V18F,7.6,3.1,*
C03G,V19A,78.7,3.8,
C03G,V19B,21.3,3.8,
C03G,V20A,23.8,4.2,
C03G,V20B,10.6,3.2,*
C03G,V20C,3.3,1.5,*
C03G,V20D,13.6,3.3,
C03G,V20E,3.9,3,**
C03G,V20F,31.9,4.2,
C03G,V20G,12.9,3.4,
C03G,V21A,84.7,3.6,
C03G,V21B,15.3,3.6,
C03G,V22A,6.5,1.8,
C03G,V22B,7,2.1,
C03G,V22C,50,4.5,
C03G,V22D,6.9,2.3,*
C03G,V22E,6.1,2.1,*
C03G,V22F,5.6,1.8,*
C03G,V22G,14.8,3.3,
C03G,V22H,3.2,1.4,*
C03G,V23A,66.8,3.5,
C03G,V23B,33.2,3.5,
C03G,V24A,7.4,2.6,*
C03G,V24B,32.6,4.7,
C03G,V24C,19.9,3.7,
C03G,V24D,6,2.5,*
C03G,V24E,13.5,3.6,
C03G,V24F,20.6,4.8,
C03G,V25A,73,4.3,
C03G,V25B,27,4.3,
C03G,V26A,9.2,2.8,*
C03G,V26B,6.6,2.2,*
C03G,V26C,17.8,3.8,
C03G,V26D,26.7,4.3,
C03G,V26E,20.8,3.7,
C03G,V26F,18.8,3.9,
C03G,V27A,10.4,2.5,
C03G,V27B,89.6,2.5,
C03G,V28A,54.8,4.1,
C03G,V29A,94,1.9,
C03G,V30A,90.2,2.4,
C04A,V00T,48.8,0,B
C04A,V01A,8.7,1.2,
C04A,V01B,13.4,1.3,
C04A,V01C,10.7,1.1,
C04A,V01D,19.9,1.7,
C04A,V01E,23.5,1.8,
C04A,V01F,11.6,1.3,
C04A,V01G,12,1.4,
C04A,V01M,7.1,0.1,
C04A,V02A,31.9,2,
C04A,V02B,16,1.4,
C04A,V02C,9.8,1.1,
C04A,V02D,15.5,1.4,
C04A,V02E,13.3,1.3,
C04A,V02F,5.6,0.8,
C04A,V02G,8,1.2,
C04A,V02M,5.5,0.1,
C04A,V03A,57.5,2.4,
C04A,V03B,34.4,2.2,
C04A,V03C,5.5,1.1,
C04A,V03D,2.6,0.7,
C04A,V04F,77.2,10.9,
C04A,V05A,32.8,13.2,*
C04A,V06A,44.7,2.3,
C04A,V06B,42.2,1.9,
C04A,V06C,9.6,1.3,
C04A,V06D,3.5,0.9,
C04A,V07A,76,9.4,
C04A,V08A,34.3,9.2,
C04A,V09A,67.2,2.3,
C04A,V09B,28.9,2.2,
C04A,V09C,3.2,0.7,
C04A,V09D,0.7,0.3,*
C04A,V10A,73.5,16.5,
C04A,V11A,37.3,20.7,**
C04A,V12A,36.5,2.1,
C04A,V12B,31.5,1.7,
C04A,V12C,9.6,1.2,
C04A,V12D,22.4,2.3,
C04A,V13A,38.8,5,
C04A,V14A,15.4,4.1,
C04A,V15A,44.1,5.3,
C04A,V16A,9.3,2.7,
C04A,V17A,43.4,1.9,
C04A,V17B,56.6,1.9,
C04A,V18A,5,1.4,
C04A,V18B,50.1,2.9,
C04A,V18C,27.8,2.4,
C04A,V18D,6.3,1.3,
C04A,V18E,5.1,1.1,
C04A,V18F,5.7,1.4,
C04A,V19A,69.2,2.2,
C04A,V19B,30.8,2.2,
C04A,V20A,25.5,2,
C04A,V20B,10.8,1.3,
C04A,V20C,6.7,1.2,
C04A,V20D,18.5,1.5,
C04A,V20E,4,1,
C04A,V20F,25.6,2.5,
C04A,V20G,9,1.2,
C04A,V21A,77.5,1.8,
C04A,V21B,22.5,1.8,
C04A,V22A,6.2,1.2,
C04A,V22B,7.4,1.1,
C04A,V22C,53.7,1.9,
C04A,V22D,5.7,1,
C04A,V22E,5,0.9,
C04A,V22F,3.4,0.8,
C04A,V22G,14.9,1.4,
C04A,V22H,3.9,0.8,
C04A,V23A,62.2,2.4,
C04A,V23B,37.8,2.4,
C04A,V24A,13.5,1.9,
C04A,V24B,37.7,2.8,
C04A,V24C,13.2,1.9,
C04A,V24D,6.1,1.2,
C04A,V24E,13.8,1.4,
C04A,V24F,15.7,2.2,
C04A,V25A,70,2,
C04A,V25B,30,2,
C04A,V26A,6.9,1.1,
C04A,V26B,7,1.2,
C04A,V26C,21.9,2,
C04A,V26D,20.5,2,
C04A,V26E,27,2.3,
C04A,V26F,16.7,1.9,
C04A,V27A,19.2,1.6,
C04A,V27B,80.8,1.6,
C04A,V28A,50.7,2.2,
C04A,V29A,94.9,0.9,
C04A,V30A,85.8,1.6,
C04B,V00T,51.2,0,B
C04B,V01A,9.9,1.2,
C04B,V01B,13.7,1.3,
C04B,V01C,11.6,1.2,
C04B,V01D,18.7,1.4,
C04B,V01E,21,1.6,
C04B,V01F,11.5,1.3,
C04B,V01G,13.6,1.2,
C04B,V01M,7.1,0.1,
C04B,V02A,29.7,1.7,
C04B,V02B,15.3,1.4,
C04B,V02C,9.6,1,
C04B,V02D,14.9,1.3,
C04B,V02E,12.9,1.2,
C04B,V02F,6.8,0.9,
C04B,V02G,10.9,1,
C04B,V02M,5.7,0.1,
C04B,V03A,59.2,2,
C04B,V03B,33.4,1.9,
C04B,V03C,5.3,1,
C04B,V03D,2.2,0.6,
C04B,V04F,65,12,
C04B,V05A,40.1,12,*
C04B,V06A,46.9,2,
C04B,V06B,40.8,1.9,
C04B,V06C,8.4,1.2,
C04B,V06D,3.9,0.7,
C04B,V07A,72.2,8.4,
C04B,V08A,43.6,10.2,
C04B,V09A,65.8,2,
C04B,V09B,30,1.8,
C04B,V09C,2.6,0.6,
C04B,V09D,1.5,0.5,*
C04B,V10A,61.4,16.5,
C04B,V11A,44.4,16,*
C04B,V12A,38.6,2.1,
C04B,V12B,27.7,1.8,
C04B,V12C,10,1.4,
C04B,V12D,23.7,1.7,
C04B,V13A,39.6,4.9,
C04B,V14A,14.1,3.2,
C04B,V15A,42.7,4.8,
C04B,V16A,12.5,2.8,
C04B,V17A,54.2,1.9,
C04B,V17B,45.8,1.9,
C04B,V18A,6.8,1.5,
C04B,V18B,46.9,2.1,
C04B,V18C,27.7,2.1,
C04B,V18D,4.9,0.9,
C04B,V18E,7.4,1.2,
C04B,V18F,6.2,1.1,
C04B,V19A,79.2,1.7,
C04B,V19B,20.8,1.7,
C04B,V20A,31.5,1.9,
C04B,V20B,8.6,1,
C04B,V20C,4.3,0.7,
C04B,V20D,16.5,1.2,
C04B,V20E,3.8,0.8,
C04B,V20F,27.6,1.8,
C04B,V20G,7.7,1.2,
C04B,V21A,82.8,1.6,
C04B,V21B,17.2,1.6,
C04B,V22A,9.5,1.1,
C04B,V22B,7.8,1.1,
C04B,V22C,45.3,2.2,
C04B,V22D,4.8,1,
C04B,V22E,5.5,0.9,
C04B,V22F,4.3,0.8,
C04B,V22G,18.2,1.7,
C04B,V22H,4.6,0.9,
C04B,V23A,74.8,1.7,
C04B,V23B,25.2,1.7,
C04B,V24A,9.6,1.3,
C04B,V24B,32.5,2.1,
C04B,V24C,15,1.7,
C04B,V24D,11.6,1.6,
C04B,V24E,15.6,1.7,
C04B,V24F,15.7,1.6,
C04B,V25A,77.4,1.6,
C04B,V25B,22.6,1.6,
C04B,V26A,5.3,1.2,
C04B,V26B,4.9,0.9,
C04B,V26C,28.3,1.9,
C04B,V26D,19.9,1.6,
C04B,V26E,25,2,
C04B,V26F,16.6,1.6,
C04B,V27A,19.8,1.4,
C04B,V27B,80.2,1.4,
C04B,V28A,54.5,1.9,
C04B,V29A,95.3,0.7,
C04B,V30A,87.4,1.3,
C05A,V00T,68.4,1.1,
C05A,V01A,9.1,1,
C05A,V01B,13.5,1.2,
C05A,V01C,11.5,0.9,
C05A,V01D,20.1,1.3,
C05A,V01E,22.3,1.4,
C05A,V01F,11.2,1.1,
C05A,V01G,12.3,1.2,
C05A,V01M,7.1,0.1,
C05A,V02A,31.8,1.6,
C05A,V02B,15.8,1.2,
C05A,V02C,9.9,0.9,
C05A,V02D,15.6,1.2,
C05A,V02E,13,1.2,
C05A,V02F,5.5,0.8,
C05A,V02G,8.4,1,
C05A,V02M,5.5,0.1,
C05A,V03A,60,1.9,
C05A,V03B,32.9,1.7,
C05A,V03C,5.3,0.9,
C05A,V03D,1.9,0.5,
C05A,V04F,79.3,9.8,
C05A,V05A,30.2,11.7,*
C05A,V06A,47.9,1.9,
C05A,V06B,40,1.5,
C05A,V06C,8.8,1.1,
C05A,V06D,3.3,0.7,
C05A,V07A,78.3,7.5,
C05A,V08A,35.7,8,
C05A,V09A,69.3,1.8,
C05A,V09B,27.4,1.6,
C05A,V09C,2.5,0.5,
C05A,V09D,0.8,0.3,*
C05A,V10A,66.6,19.9,
C05A,V11A,39.4,20.3,**
C05A,V12A,39.1,2,
C05A,V12B,28.3,1.6,
C05A,V12C,9.9,1.1,
C05A,V12D,22.8,1.9,
C05A,V13A,39.5,4.5,
C05A,V14A,17.2,3.5,
C05A,V15A,42.8,5,
C05A,V16A,9.1,2.5,
C05A,V17A,47.6,1.7,
C05A,V17B,52.4,1.7,
C05A,V18A,5.4,1.2,
C05A,V18B,48.8,2.4,
C05A,V18C,27.9,2.1,
C05A,V18D,5.7,1,
C05A,V18E,6.5,1,
C05A,V18F,5.7,1.1,
C05A,V19A,74.5,1.8,
C05A,V19B,25.5,1.8,
C05A,V20A,28.7,1.8,
C05A,V20B,9.5,1,
C05A,V20C,5.8,0.8,
C05A,V20D,18.7,1.3,
C05A,V20E,4,0.8,
C05A,V20F,25.8,2,
C05A,V20G,7.6,1.1,
C05A,V21A,80.3,1.5,
C05A,V21B,19.7,1.5,
C05A,V22A,7.2,1,
C05A,V22B,7.7,0.9,
C05A,V22C,51,1.8,
C05A,V22D,5.3,0.8,
C05A,V22E,5.2,0.8,
C05A,V22F,3.5,0.7,
C05A,V22G,16,1.3,
C05A,V22H,4.1,0.8,
C05A,V23A,68.6,1.9,
C05A,V23B,31.4,1.9,
C05A,V24A,11.7,1.4,
C05A,V24B,35.9,2.3,
C05A,V24C,13.4,1.4,
C05A,V24D,9.4,1.2,
C05A,V24E,14.6,1.3,
C05A,V24F,15,1.6,
C05A,V25A,74,1.7,
C05A,V25B,26,1.7,
C05A,V26A,6,1,
C05A,V26B,5.7,1,
C05A,V26C,25.4,1.6,
C05A,V26D,20.2,1.6,
C05A,V26E,26.9,1.8,
C05A,V26F,15.8,1.6,
C05A,V27A,21.1,1.3,
C05A,V27B,78.9,1.3,
C05A,V28A,52.3,1.6,
C05A,V29A,95.3,0.7,
C05A,V30A,87.1,1.2,
C05B,V00T,3.7,0.5,
C05B,V01A,19.1,6.3,*
C05B,V01B,12.2,5.4,*
C05B,V01C,10.1,3.8,*
C05B,V01D,23.2,6.2,
C05B,V01E,18.6,6.1,*
C05B,V01F,9.2,4.8,**
C05B,V01G,7.5,3.7,*
C05B,V01M,6.5,0.3,
C05B,V02A,39.3,7.8,
C05B,V02B,14.1,5.6,*
C05B,V02C,9.6,5.1,**
C05B,V02D,13.1,4.9,*
C05B,V02E,11.2,4.6,*
C05B,V02F,4.2,4.2,**
C05B,V02G,8.4,4.1,*
C05B,V02M,5,0.5,
C05B,V03A,54.1,8.4,
C05B,V03B,34.6,7.7,
C05B,V03C,5.1,3.3,**
C05B,V03D,6.2,5.5,**
C05B,V04F,83.8,31.7,*
C05B,V05A,22.1,36.7,***
C05B,V06A,37.7,8.1,
C05B,V06B,42.6,7.9,
C05B,V06C,11,4.1,*
C05B,V06D,8.7,5.9,**
C05B,V07A,74,33.1,*
C05B,V08A,32.9,36.1,***
C05B,V09A,62.2,8.3,
C05B,V09B,33,7.6,
C05B,V09C,3.2,2.6,**
C05B,V09D,1.6,2.3,***
C05B,V10A,100,0,
C05B,V11A,S,,S
C05B,V12A,46.9,8.6,
C05B,V12B,31.4,7.4,
C05B,V12C,6.3,3.4,**
C05B,V12D,15.3,6.3,*
C05B,V13A,45.5,26.6,**
C05B,V14A,21.2,16.7,**
C05B,V15A,37.2,22.3,**
C05B,V16A,10.3,9.9,**
C05B,V17A,49.8,8.2,
C05B,V17B,50.2,8.2,
C05B,V18A,7,4.6,**
C05B,V18B,50.1,12.3,
C05B,V18C,20.4,9.1,*
C05B,V18D,8.9,5.7,**
C05B,V18E,8.2,4.6,**
C05B,V18F,5.4,4.7,**
C05B,V19A,74.5,7.7,
C05B,V19B,25.5,7.7,*
C05B,V20A,39,8.7,
C05B,V20B,6.5,4,**
C05B,V20C,5.7,5.2,**
C05B,V20D,16.5,7.5,*
C05B,V20E,1.7,1.4,**
C05B,V20F,22.6,7.7,*
C05B,V20G,8,4.9,**
C05B,V21A,83.4,5.6,
C05B,V21B,16.6,5.6,*
C05B,V22A,14.4,5.8,*
C05B,V22B,10.9,7.6,**
C05B,V22C,32.9,8.9,
C05B,V22D,2.4,2.2,**
C05B,V22E,6.1,5,**
C05B,V22F,3.8,2.6,**
C05B,V22G,24.4,9.5,*
C05B,V22H,5.2,3.2,**
C05B,V23A,68.7,8.4,
C05B,V23B,31.3,8.4,
C05B,V24A,10.9,5.7,**
C05B,V24B,33.9,8.1,
C05B,V24C,11.7,5.7,*
C05B,V24D,10.1,6.5,**
C05B,V24E,17.6,8.8,*
C05B,V24F,15.8,7.5,*
C05B,V25A,75.7,6.7,
C05B,V25B,24.3,6.7,
C05B,V26A,5.1,4.1,**
C05B,V26B,5.1,3.2,**
C05B,V26C,33,8.7,
C05B,V26D,14,5.8,*
C05B,V26E,23.8,9.3,*
C05B,V26F,19.1,7.2,*
C05B,V27A,17.9,5.8,*
C05B,V27B,82.1,5.8,
C05B,V28A,45.6,7.1,
C05B,V29A,95,3.5,
C05B,V30A,86.1,4.9,
C05C,V00T,27.9,1,
C05C,V01A,8.6,1.3,
C05C,V01B,13.8,1.6,
C05C,V01C,10.6,1.8,
C05C,V01D,16.6,1.8,
C05C,V01E,22.5,2.3,
C05C,V01F,12.8,2.1,
C05C,V01G,14.9,1.7,
C05C,V01M,7.2,0.1,
C05C,V02A,27.3,1.9,
C05C,V02B,15.5,1.9,
C05C,V02C,9,1.3,
C05C,V02D,14.5,1.7,
C05C,V02E,13.5,1.3,
C05C,V02F,8.3,1.3,
C05C,V02G,12,1.4,
C05C,V02M,6,0.1,
C05C,V03A,55,2.5,
C05C,V03B,36,2.3,
C05C,V03C,5.7,1.1,
C05C,V03D,3.3,0.8,
C05C,V04F,57.4,12.7,
C05C,V05A,48.2,13.2,
C05C,V06A,41.8,2.3,
C05C,V06B,44.9,2.4,
C05C,V06C,9.1,1.5,
C05C,V06D,4.2,1,
C05C,V07A,65.6,10.7,
C05C,V08A,47.9,11,
C05C,V09A,60.3,2.6,
C05C,V09B,34,2.4,
C05C,V09C,3.8,0.8,
C05C,V09D,1.9,0.5,
C05C,V10A,59.6,13.7,
C05C,V11A,48,14.2,
C05C,V12A,32.6,2.2,
C05C,V12B,32.6,2.6,
C05C,V12C,9.9,1.4,
C05C,V12D,24.8,2.6,
C05C,V13A,37.7,6.1,
C05C,V14A,8.5,2.8,*
C05C,V15A,45.4,6,
C05C,V16A,15.3,3.8,
C05C,V17A,51.9,2.6,
C05C,V17B,48.1,2.6,
C05C,V18A,7.3,2.3,*
C05C,V18B,46.9,3.4,
C05C,V18C,28.3,3.2,
C05C,V18D,4.8,1.2,
C05C,V18E,5.9,1.5,
C05C,V18F,6.9,1.5,
C05C,V19A,73.6,2.6,
C05C,V19B,26.4,2.6,
C05C,V20A,27.6,2.6,
C05C,V20B,10.2,1.6,
C05C,V20C,4.4,1,
C05C,V20D,14.5,2,
C05C,V20E,3.8,1.3,*
C05C,V20F,29.5,2.8,
C05C,V20G,9.9,1.7,
C05C,V21A,79.5,2.5,
C05C,V21B,20.5,2.5,
C05C,V22A,8.8,1.6,
C05C,V22B,7.2,1.4,
C05C,V22C,47.2,2.7,
C05C,V22D,5.3,1.2,
C05C,V22E,5,1.2,
C05C,V22F,4.9,1,
C05C,V22G,17.1,2.2,
C05C,V22H,4.6,1,
C05C,V23A,68.8,2.5,
C05C,V23B,31.2,2.5,
C05C,V24A,10.8,2.1,
C05C,V24B,32,2.4,
C05C,V24C,16.4,2.3,
C05C,V24D,8.5,1.8,
C05C,V24E,15,2.2,
C05C,V24F,17.4,2.6,
C05C,V25A,73,2.6,
C05C,V25B,27,2.6,
C05C,V26A,6.4,1.2,
C05C,V26B,6.4,1.4,
C05C,V26C,24.1,2.6,
C05C,V26D,21.1,2.2,
C05C,V26E,23.8,2.5,
C05C,V26F,18.2,2.4,
C05C,V27A,15.9,1.8,
C05C,V27B,84.1,1.8,
C05C,V28A,54.6,2.5,
C05C,V29A,94.8,1,
C05C,V30A,85.4,2,
C06A,V00T,15.2,0.9,
C06A,V01A,11.7,2,
C06A,V01B,17.5,2.4,
C06A,V01C,10.7,1.8,
C06A,V01D,15.8,2.1,
C06A,V01E,21.4,2.7,
C06A,V01F,9.9,2.3,
C06A,V01G,12.9,2.3,
C06A,V01M,6.9,0.1,
C06A,V02A,30.2,3,
C06A,V02B,17.4,2.7,
C06A,V02C,8,1.6,
C06A,V02D,11.4,2,
C06A,V02E,11.6,1.8,
C06A,V02F,7.8,1.7,
C06A,V02G,13.6,2.3,
C06A,V02M,5.7,0.2,
C06A,V03A,52.8,3.3,
C06A,V03B,38.9,2.9,
C06A,V03C,5.1,1.7,*
C06A,V03D,3.2,1.1,*
C06A,V04F,55.6,19.3,*
C06A,V05A,64.6,16.5,
C06A,V06A,41.1,3.4,
C06A,V06B,45.1,3.1,
C06A,V06C,8.4,1.9,
C06A,V06D,5.4,1.8,*
C06A,V07A,68.1,13.2,
C06A,V08A,52.2,14.1,
C06A,V09A,58.2,2.8,
C06A,V09B,36.7,2.9,
C06A,V09C,3,1,*
C06A,V09D,2,0.8,*
C06A,V10A,50.7,19.1,*
C06A,V11A,68.3,19,
C06A,V12A,30.9,3,
C06A,V12B,32.9,3.2,
C06A,V12C,8.7,2.1,
C06A,V12D,27.6,3.3,
C06A,V13A,32.8,7.3,
C06A,V14A,8.1,3.7,*
C06A,V15A,53.3,7.8,
C06A,V16A,12.9,3.7,
C06A,V17A,54,3.5,
C06A,V17B,46,3.5,
C06A,V18A,6.8,2.6,*
C06A,V18B,43.8,4.8,
C06A,V18C,29.7,4.6,
C06A,V18D,5,1.8,*
C06A,V18E,5.5,1.9,*
C06A,V18F,9.2,2.2,
C06A,V19A,75.5,3.1,
C06A,V19B,24.5,3.1,
C06A,V20A,30.1,3.8,
C06A,V20B,8.8,2.2,
C06A,V20C,5.3,1.4,
C06A,V20D,14.1,2.3,
C06A,V20E,3.1,1.2,*
C06A,V20F,29.6,4.2,
C06A,V20G,9,2.3,
C06A,V21A,80.6,3.2,
C06A,V21B,19.4,3.2,
C06A,V22A,8.7,2.3,
C06A,V22B,6.9,1.6,
C06A,V22C,41.7,3.2,
C06A,V22D,7,2.1,
C06A,V22E,4.5,1.8,*
C06A,V22F,6.3,1.6,
C06A,V22G,19.9,2.7,
C06A,V22H,5,1.5,
C06A,V23A,68.3,2.9,
C06A,V23B,31.7,2.9,
C06A,V24A,12.1,3.1,
C06A,V24B,31.8,4.4,
C06A,V24C,16.7,3.5,
C06A,V24D,7.1,2.1,
C06A,V24E,13.4,3.1,
C06A,V24F,18.9,3.6,
C06A,V25A,71.9,3.4,
C06A,V25B,28.1,3.4,
C06A,V26A,5.7,1.6,
C06A,V26B,7.1,2,
C06A,V26C,23.1,3.4,
C06A,V26D,17.8,3.3,
C06A,V26E,25.5,3.2,
C06A,V26F,20.8,3.5,
C06A,V27A,12.2,2.1,
C06A,V27B,87.8,2.1,
C06A,V28A,50.4,3.1,
C06A,V29A,92.6,1.9,
C06A,V30A,82.9,2.8,
C06B,V00T,45.7,1.2,
C06B,V01A,9.6,1.3,
C06B,V01B,15.3,1.5,
C06B,V01C,11.7,1.3,
C06B,V01D,19.5,1.7,
C06B,V01E,20.8,1.9,
C06B,V01F,10.6,1.3,
C06B,V01G,12.5,1.7,
C06B,V01M,7,0.1,
C06B,V02A,32.2,2,
C06B,V02B,16.2,1.4,
C06B,V02C,9.4,1.2,
C06B,V02D,14.8,1.5,
C06B,V02E,12.9,1.5,
C06B,V02F,6,1,
C06B,V02G,8.6,1.3,
C06B,V02M,5.5,0.1,
C06B,V03A,58.2,2.4,
C06B,V03B,34,2.3,
C06B,V03C,5,1,
C06B,V03D,2.8,1,*
C06B,V04F,81,10.6,
