CACode,VaCode,Estimate,ASE,Flag
C06B,V05A,22.7,11.4,**
C06B,V06A,44,2.3,
C06B,V06B,43,2,
C06B,V06C,8.9,1.2,
C06B,V06D,4.1,1,
C06B,V07A,80.9,8.8,
C06B,V08A,28,10.7,*
C06B,V09A,65.2,2.2,
C06B,V09B,30.7,2,
C06B,V09C,3,0.7,
C06B,V09D,1,0.4,*
C06B,V10A,66,22.1,*
C06B,V11A,34,22.1,**
C06B,V12A,37.1,2.2,
C06B,V12B,30.9,2.2,
C06B,V12C,9,1.1,
C06B,V12D,23,2.2,
C06B,V13A,42.4,5.3,
C06B,V14A,14.1,4.4,*
C06B,V15A,42.6,5.4,
C06B,V16A,8.1,2.4,*
C06B,V17A,50,2.5,
C06B,V17B,50,2.5,
C06B,V18A,6.3,1.6,
C06B,V18B,47.8,3.2,
C06B,V18C,28.2,2.6,
C06B,V18D,5.2,1.3,
C06B,V18E,6.2,1.2,
C06B,V18F,6.3,1.4,
C06B,V19A,75,2.3,
C06B,V19B,25,2.3,
C06B,V20A,30.6,2.1,
C06B,V20B,9.6,1.5,
C06B,V20C,5.4,1.1,
C06B,V20D,16.1,1.7,
C06B,V20E,2.8,0.7,
C06B,V20F,27.5,2.1,
C06B,V20G,8,1.3,
C06B,V21A,80.8,2.1,
C06B,V21B,19.2,2.1,
C06B,V22A,9.8,1.3,
C06B,V22B,7.8,1.3,
C06B,V22C,44.2,2.3,
C06B,V22D,5.6,1,
C06B,V22E,5.2,1,
C06B,V22F,3.9,0.8,
C06B,V22G,18.4,1.6,
C06B,V22H,5,1,
C06B,V23A,67.6,2.7,
C06B,V23B,32.4,2.7,
C06B,V24A,13.1,2,
C06B,V24B,35.7,2.8,
C06B,V24C,13.4,1.7,
C06B,V24D,9.2,1.4,
C06B,V24E,13.7,1.6,
C06B,V24F,14.8,2.2,
C06B,V25A,73.7,2.2,
C06B,V25B,26.3,2.2,
C06B,V26A,5.4,1,
C06B,V26B,5.5,0.9,
C06B,V26C,27,2,
C06B,V26D,20.2,1.9,
C06B,V26E,25.6,2.1,
C06B,V26F,16.4,2.1,
C06B,V27A,18.3,1.9,
C06B,V27B,81.7,1.9,
C06B,V28A,51,2.2,
C06B,V29A,94.4,1,
C06B,V30A,85.2,1.6,
C06C,V00T,13.1,0.8,
C06C,V01A,8.2,2,
C06C,V01B,11.3,2.7,
C06C,V01C,10.4,2,
C06C,V01D,19.2,2.8,
C06C,V01E,24.3,2.8,
C06C,V01F,13.3,2.9,
C06C,V01G,13.4,2.3,
C06C,V01M,7.2,0.2,
C06C,V02A,25.2,3.1,
C06C,V02B,14.5,2.5,
C06C,V02C,10.5,2.1,
C06C,V02D,16.3,2.6,
C06C,V02E,15.5,2.5,
C06C,V02F,6,1.6,
C06C,V02G,12,2.3,
C06C,V02M,6,0.2,
C06C,V03A,62.2,3.4,
C06C,V03B,29.4,3.1,
C06C,V03C,6.1,1.9,*
C06C,V03D,2.2,1.2,**
C06C,V04F,71.2,20.7,
C06C,V05A,38.2,23.5,**
C06C,V06A,49.9,3.6,
C06C,V06B,38.6,3.2,
C06C,V06C,7.7,1.9,
C06C,V06D,3.8,1.7,*
C06C,V07A,70.4,23,*
C06C,V08A,45.6,24.5,**
C06C,V09A,70.6,3.1,
C06C,V09B,26.3,3,
C06C,V09C,2,1,**
C06C,V09D,1.2,0.8,**
C06C,V10A,75.3,25.4,*
C06C,V11A,36.1,35,**
C06C,V12A,35.2,3.9,
C06C,V12B,26.4,3.2,
C06C,V12C,11.3,2.5,
C06C,V12D,27.1,3.7,
C06C,V13A,36.4,6.9,
C06C,V14A,16.6,5.4,*
C06C,V15A,44.6,7.9,
C06C,V16A,9.7,4.3,*
C06C,V17A,53.1,3.3,
C06C,V17B,46.9,3.3,
C06C,V18A,5.9,2,*
C06C,V18B,50.2,4.6,
C06C,V18C,27.6,4.3,
C06C,V18D,5.6,2,*
C06C,V18E,5.8,2.4,*
C06C,V18F,5,2,*
C06C,V19A,78.6,2.5,
C06C,V19B,21.4,2.5,
C06C,V20A,26.4,4.2,
C06C,V20B,9.3,2.3,
C06C,V20C,5.3,1.6,*
C06C,V20D,17.2,2.7,
C06C,V20E,4.3,1.6,*
C06C,V20F,29.4,5,
C06C,V20G,8.2,2.1,
C06C,V21A,84,2.6,
C06C,V21B,16,2.6,
C06C,V22A,6.2,1.7,
C06C,V22B,8,2.4,
C06C,V22C,51.7,4.1,
C06C,V22D,5.6,2.7,*
C06C,V22E,6,1.7,
C06C,V22F,3,1.3,*
C06C,V22G,16.6,3.2,
C06C,V22H,2.8,1.3,*
C06C,V23A,70.9,3.7,
C06C,V23B,29.1,3.7,
C06C,V24A,7.8,2.3,*
C06C,V24B,36.2,4.1,
C06C,V24C,15.8,3,
C06C,V24D,9.1,2.5,
C06C,V24E,15.1,3.1,
C06C,V24F,16,3.5,
C06C,V25A,76.4,3.2,
C06C,V25B,23.6,3.2,
C06C,V26A,6.5,1.8,
C06C,V26B,6.7,1.9,
C06C,V26C,25.7,3,
C06C,V26D,21.2,3.1,
C06C,V26E,24,3.2,
C06C,V26F,15.9,2.8,
C06C,V27A,23.2,2.9,
C06C,V27B,76.8,2.9,
C06C,V28A,58.8,3.7,
C06C,V29A,96.7,1.1,
C06C,V30A,89.1,2.1,
C06D,V00T,25.9,1.1,
C06D,V01A,7.6,1.4,
C06D,V01B,9.8,1.7,
C06D,V01C,10.9,1.8,
C06D,V01D,20.7,2,
C06D,V01E,24.5,2.2,
C06D,V01F,13.7,2,
C06D,V01G,12.8,1.8,
C06D,V01M,7.3,0.1,
C06D,V02A,32.1,2.5,
C06D,V02B,14,1.9,
C06D,V02C,10.9,1.6,
C06D,V02D,17.3,2,
C06D,V02E,13.3,1.8,
C06D,V02F,5.8,1.3,
C06D,V02G,6.7,1.3,
C06D,V02M,5.5,0.2,
C06D,V03A,60.5,3.1,
C06D,V03B,32.4,2.7,
C06D,V03C,5.7,1.3,
C06D,V03D,1.4,0.6,*
C06D,V04F,60.6,17.7,
C06D,V05A,43.8,20.7,*
C06D,V06A,49.9,2.9,
C06D,V06B,37.9,2.7,
C06D,V06C,9.9,1.8,
C06D,V06D,2.3,0.7,
C06D,V07A,64.7,15.2,
C06D,V08A,51.2,16.6,*
C06D,V09A,71.6,2.9,
C06D,V09B,24.6,2.7,
C06D,V09C,3,1.1,*
C06D,V09D,0.8,0.4,*
C06D,V10A,76.8,18.7,
C06D,V11A,27.7,20.6,**
C06D,V12A,44.5,2.7,
C06D,V12B,27,2.4,
C06D,V12C,10.7,1.9,
C06D,V12D,17.8,2,
C06D,V13A,39.1,5.5,
C06D,V14A,20.2,5.3,
C06D,V15A,35.5,5.8,
C06D,V16A,17.4,5.6,*
C06D,V17A,41.9,2.5,
C06D,V17B,58.1,2.5,
C06D,V18A,5.3,2.4,*
C06D,V18B,51,3.8,
C06D,V18C,25.4,3.6,
C06D,V18D,6.7,2.1,*
C06D,V18E,8.3,2.4,
C06D,V18F,3.3,1.3,*
C06D,V19A,70,2.7,
C06D,V19B,30,2.7,
C06D,V20A,26,3,
C06D,V20B,10.3,1.9,
C06D,V20C,5.6,1.4,
C06D,V20D,22,2.9,
C06D,V20E,6.3,1.9,*
C06D,V20F,21.6,2.4,
C06D,V20G,8.2,1.9,
C06D,V21A,77,2.2,
C06D,V21B,23,2.2,
C06D,V22A,4.8,1.6,*
C06D,V22B,7.8,1.7,
C06D,V22C,62,3.2,
C06D,V22D,3.2,1,*
C06D,V22E,5.5,1.7,*
C06D,V22F,2.7,1,*
C06D,V22G,11,1.8,
C06D,V22H,3,1,*
C06D,V23A,69.3,2.5,
C06D,V23B,30.7,2.5,
C06D,V24A,10.2,2.1,
C06D,V24B,34,3,
C06D,V24C,13.6,2.3,
C06D,V24D,10.4,2.3,
C06D,V24E,16.8,2.4,
C06D,V24F,15,2.6,
C06D,V25A,73.5,2.5,
C06D,V25B,26.5,2.5,
C06D,V26A,7.4,2,
C06D,V26B,5.5,1.5,
C06D,V26C,23.6,2.6,
C06D,V26D,21.3,2.7,
C06D,V26E,28.1,3,
C06D,V26F,14.2,2.4,
C06D,V27A,24.4,2.2,
C06D,V27B,75.6,2.2,
C06D,V28A,53.6,2.8,
C06D,V29A,96.9,1,
C06D,V30A,89.5,1.7,
C07A,V00T,9.4,0.7,
C07A,V01A,10.4,1.5,
C07A,V01B,17.1,2.6,
C07A,V01C,11.3,2.2,
C07A,V01D,17.1,2.3,
C07A,V01E,20.1,2.2,
C07A,V01F,8.7,1.7,
C07A,V01G,15.4,2.3,
C07A,V01M,7,0.1,
C07A,V02A,28.9,3.1,
C07A,V02B,13.8,2,
C07A,V02C,8.5,2,
C07A,V02D,14.2,2.1,
C07A,V02E,13.9,1.8,
C07A,V02F,7.3,1.6,
C07A,V02G,13.3,2.2,
C07A,V02M,5.9,0.2,
C07A,V03A,52.1,3.7,
C07A,V03B,37.8,3.2,
C07A,V03C,5.8,1.5,
C07A,V03D,4.3,1.2,
C07A,V04F,49,13.5,
C07A,V05A,57.1,13.3,
C07A,V06A,39.2,3.7,
C07A,V06B,44.8,3.3,
C07A,V06C,9.7,2,
C07A,V06D,6.3,1.4,
C07A,V07A,58.7,13.6,
C07A,V08A,51.6,13.2,
C07A,V09A,55.6,3.6,
C07A,V09B,36.7,3.1,
C07A,V09C,4.7,1.3,
C07A,V09D,3,1,*
C07A,V10A,48.4,17.6,*
C07A,V11A,54,17.5,*
C07A,V12A,37.1,4.2,
C07A,V12B,29.9,3.1,
C07A,V12C,9,2,
C07A,V12D,24,3.2,
C07A,V13A,27.6,6.3,
C07A,V14A,10.4,3.6,*
C07A,V15A,48.3,6.1,
C07A,V16A,19.5,3.8,
C07A,V17A,55.3,3.7,
C07A,V17B,44.7,3.7,
C07A,V18A,8.2,2.4,
C07A,V18B,42.2,4.5,
C07A,V18C,28.5,3.9,
C07A,V18D,6,1.8,*
C07A,V18E,5.9,1.9,*
C07A,V18F,9.1,2.7,
C07A,V19A,76.1,3,
C07A,V19B,23.9,3,
C07A,V20A,30,2.8,
C07A,V20B,8.8,2.1,
C07A,V20C,4.7,1.3,
C07A,V20D,13.2,2.4,
C07A,V20E,3.5,1.1,*
C07A,V20F,30.3,3.5,
C07A,V20G,9.4,1.8,
C07A,V21A,82.5,2.6,
C07A,V21B,17.5,2.6,
C07A,V22A,8.5,2.2,
C07A,V22B,7,2,
C07A,V22C,43.8,3.7,
C07A,V22D,5.9,1.6,
C07A,V22E,6.2,2.3,*
C07A,V22F,6.6,1.8,
C07A,V22G,16.6,2.6,
C07A,V22H,5.5,1.7,*
C07A,V23A,70.8,3.5,
C07A,V23B,29.2,3.5,
C07A,V24A,10.8,2.9,
C07A,V24B,32.1,4.7,
C07A,V24C,15.1,3,
C07A,V24D,9.3,2.5,
C07A,V24E,13.5,2.7,
C07A,V24F,19.2,3.5,
C07A,V25A,74,3.3,
C07A,V25B,26,3.3,
C07A,V26A,6.9,1.9,
C07A,V26B,7.8,3.2,*
C07A,V26C,22.6,3.5,
C07A,V26D,19.8,2.6,
C07A,V26E,22.8,2.7,
C07A,V26F,20.2,3.3,
C07A,V27A,14.2,3,
C07A,V27B,85.8,3,
C07A,V28A,47.1,3.2,
C07A,V29A,93.1,1.9,
C07A,V30A,82.6,2.5,
C07B,V00T,24.1,1.1,
C07B,V01A,10.6,1.6,
C07B,V01B,14.4,1.9,
C07B,V01C,11.6,1.5,
C07B,V01D,18.3,1.8,
C07B,V01E,20.2,2.1,
C07B,V01F,11.6,1.8,
C07B,V01G,13.3,1.8,
C07B,V01M,7,0.1,
C07B,V02A,28.6,2.2,
C07B,V02B,15.4,1.7,
C07B,V02C,8.7,1.4,
C07B,V02D,14.6,1.6,
C07B,V02E,13.3,1.5,
C07B,V02F,6.9,1.1,
C07B,V02G,12.6,1.5,
C07B,V02M,5.9,0.1,
C07B,V03A,57,2.7,
C07B,V03B,35.6,2.6,
C07B,V03C,4.6,0.9,
C07B,V03D,2.8,0.8,
C07B,V04F,69.1,15.5,
C07B,V05A,47.8,15.2,*
C07B,V06A,44.5,2.7,
C07B,V06B,42.8,2.6,
C07B,V06C,8.5,1.3,
C07B,V06D,4.3,1.1,
C07B,V07A,76.4,11,
C07B,V08A,44.2,12.5,
C07B,V09A,63.5,2.5,
C07B,V09B,32.4,2.6,
C07B,V09C,2.8,0.8,
C07B,V09D,1.2,0.5,*
C07B,V10A,61.9,20.1,*
C07B,V11A,51.4,20.3,*
C07B,V12A,35,2.6,
C07B,V12B,29.6,2.4,
C07B,V12C,9.1,1.6,
C07B,V12D,26.2,2.6,
C07B,V13A,36.1,5.7,
C07B,V14A,12.6,3.4,
C07B,V15A,49.4,6.2,
C07B,V16A,10.5,2.7,
C07B,V17A,51.3,2.4,
C07B,V17B,48.7,2.4,
C07B,V18A,4.6,1.3,
C07B,V18B,47.5,4,
C07B,V18C,28.6,3,
C07B,V18D,5.4,1.5,
C07B,V18E,6.5,1.6,
C07B,V18F,7.4,2,
C07B,V19A,73.8,2.4,
C07B,V19B,26.2,2.4,
C07B,V20A,29.5,2.7,
C07B,V20B,9.8,1.5,
C07B,V20C,5.1,1.3,
C07B,V20D,15.7,1.8,
C07B,V20E,4,1.3,*
C07B,V20F,27.7,2.2,
C07B,V20G,8.3,1.5,
C07B,V21A,78.6,2.4,
C07B,V21B,21.4,2.4,
C07B,V22A,7.8,1.4,
C07B,V22B,7.7,1.5,
C07B,V22C,47.7,2.8,
C07B,V22D,4.4,0.9,
C07B,V22E,5.3,1.6,*
C07B,V22F,4.9,1,
C07B,V22G,17.5,1.9,
C07B,V22H,4.7,1.1,
C07B,V23A,68.7,2.3,
C07B,V23B,31.3,2.3,
C07B,V24A,12.3,2,
C07B,V24B,33.1,2.7,
C07B,V24C,14.6,2.2,
C07B,V24D,9.7,1.8,
C07B,V24E,14,1.8,
C07B,V24F,16.4,2.4,
C07B,V25A,73.2,2.3,
C07B,V25B,26.8,2.3,
C07B,V26A,5.3,1.2,
C07B,V26B,4.8,1.1,
C07B,V26C,25.4,2.7,
C07B,V26D,21.2,2.1,
C07B,V26E,26.1,2.9,
C07B,V26F,17.1,2.2,
C07B,V27A,18,1.8,
C07B,V27B,82,1.8,
C07B,V28A,54.3,2.4,
C07B,V29A,94.4,1.3,
C07B,V30A,84.7,1.9,
C07C,V00T,17.1,0.9,
C07C,V01A,10.7,2.2,
C07C,V01B,15,2.3,
C07C,V01C,12.3,2,
C07C,V01D,18.4,2.2,
C07C,V01E,23,2.5,
C07C,V01F,9.8,1.9,
C07C,V01G,10.8,1.5,
C07C,V01M,6.9,0.1,
C07C,V02A,33,2.9,
C07C,V02B,16.9,2,
C07C,V02C,10.2,1.8,
C07C,V02D,13.2,2,
C07C,V02E,12.9,2,
C07C,V02F,6.8,1.7,
C07C,V02G,7,1.6,
C07C,V02M,5.4,0.2,
C07C,V03A,58.4,3.4,
C07C,V03B,34.1,3.3,
C07C,V03C,4.7,1.4,*
C07C,V03D,2.7,1.9,**
C07C,V04F,81.5,21.4,
C07C,V05A,26.1,27,***
C07C,V06A,43.9,3,
C07C,V06B,42.8,2.7,
C07C,V06C,8.3,1.5,
C07C,V06D,4.9,2.1,*
C07C,V07A,73.8,17.2,
C07C,V08A,30.8,18.2,**
C07C,V09A,65.7,2.9,
C07C,V09B,29.9,2.6,
C07C,V09C,3.3,1.3,*
C07C,V09D,1.2,1,**
C07C,V10A,87.5,19,
C07C,V11A,21.1,24.9,***
C07C,V12A,36,3,
C07C,V12B,29.6,2.9,
C07C,V12C,9.6,1.6,
C07C,V12D,24.8,3.2,
C07C,V13A,37,8.6,
C07C,V14A,16.9,4.9,
C07C,V15A,45.4,8.3,
C07C,V16A,9.1,3.7,*
C07C,V17A,44.4,3.3,
C07C,V17B,55.6,3.3,
C07C,V18A,4.6,1.9,*
C07C,V18B,47.5,4.5,
C07C,V18C,33.3,4.4,
C07C,V18D,3.8,1.7,*
C07C,V18E,5.2,2.1,*
C07C,V18F,5.6,2.2,*
C07C,V19A,71.5,3.8,
C07C,V19B,28.5,3.8,
C07C,V20A,32.2,3.2,
C07C,V20B,10.2,2.1,
C07C,V20C,5.4,1.4,
C07C,V20D,14.5,2.4,
C07C,V20E,3.3,1.3,*
C07C,V20F,25.4,3,
C07C,V20G,9.2,2.1,
C07C,V21A,77.4,3.3,
C07C,V21B,22.6,3.3,
C07C,V22A,7.2,1.9,
C07C,V22B,8.8,2.6,*
C07C,V22C,48.4,3.5,
C07C,V22D,5.2,1.7,*
C07C,V22E,4.4,1.3,
C07C,V22F,4.4,1.5,*
C07C,V22G,17.2,2.4,
C07C,V22H,4.4,1.6,*
C07C,V23A,67.9,3.3,
C07C,V23B,32.1,3.3,
C07C,V24A,12.5,2.5,
C07C,V24B,36.8,3.6,
C07C,V24C,14.2,2.7,
C07C,V24D,7.7,2,
C07C,V24E,12.1,2.5,
C07C,V24F,16.7,3.2,
C07C,V25A,71.7,3.1,
C07C,V25B,28.3,3.1,
C07C,V26A,7.2,1.7,
C07C,V26B,6.3,1.8,
C07C,V26C,24.8,2.5,
C07C,V26D,18.3,2.7,
C07C,V26E,27.4,2.9,
C07C,V26F,16,2.7,
C07C,V27A,19.8,2.7,
C07C,V27B,80.2,2.7,
C07C,V28A,52.4,3.2,
C07C,V29A,94.7,1.4,
C07C,V30A,85.6,2.1,
C07D,V00T,24.8,1,
C07D,V01A,8.7,1.5,
C07D,V01B,14.1,2.2,
C07D,V01C,11.2,1.8,
C07D,V01D,20.7,2.3,
C07D,V01E,23.2,2.2,
C07D,V01F,10.8,1.7,
C07D,V01G,11.2,1.7,
C07D,V01M,7,0.1,
C07D,V02A,31.9,2.6,
C07D,V02B,16.1,1.9,
C07D,V02C,10.1,1.8,
C07D,V02D,16.3,2,
C07D,V02E,11.9,1.7,
C07D,V02F,6,1.4,
C07D,V02G,7.8,1.6,
C07D,V02M,5.5,0.2,
C07D,V03A,60.4,2.9,
C07D,V03B,32.5,2.8,
C07D,V03C,5.8,1.5,
C07D,V03D,1.4,0.6,*
C07D,V04F,63.9,22.6,*
C07D,V05A,39.3,22.8,**
C07D,V06A,48.6,2.5,
C07D,V06B,39.8,2.6,
C07D,V06C,9.2,1.5,
C07D,V06D,2.5,0.8,*
C07D,V07A,79.1,14.7,
C07D,V08A,37.3,17.5,*
C07D,V09A,68.6,2.7,
C07D,V09B,27.7,2.9,
C07D,V09C,2.8,1,*
C07D,V09D,0.9,0.5,**
C07D,V10A,74.2,19.7,
C07D,V11A,30.8,21.4,**
C07D,V12A,37.7,2.9,
C07D,V12B,31.2,2.9,
C07D,V12C,10.2,1.5,
C07D,V12D,20.9,2.7,
C07D,V13A,41.5,6.7,
C07D,V14A,12.6,4.3,*
C07D,V15A,41.2,6.5,
C07D,V16A,8.9,3.7,*
C07D,V17A,51.5,3.1,
C07D,V17B,48.5,3.1,
C07D,V18A,6.8,2.6,*
C07D,V18B,51,4,
C07D,V18C,26.3,3.3,
C07D,V18D,5.8,1.6,
C07D,V18E,6.2,1.6,
C07D,V18F,4,1.5,*
C07D,V19A,74.5,2.4,
C07D,V19B,25.5,2.4,
C07D,V20A,28.3,2.9,
C07D,V20B,9.1,1.8,
C07D,V20C,4.3,1.2,
C07D,V20D,18.3,2,
C07D,V20E,3.5,1.2,*
C07D,V20F,27.8,3.3,
C07D,V20G,8.6,2,
C07D,V21A,81,2.4,
C07D,V21B,19,2.4,
C07D,V22A,8.4,1.7,
C07D,V22B,7.4,1.6,
C07D,V22C,48.9,2.8,
C07D,V22D,4.6,1.3,
C07D,V22E,5.4,1.4,
C07D,V22F,2.6,1,*
C07D,V22G,18.1,2.3,
C07D,V22H,4.6,1.5,*
C07D,V23A,68.9,3,
C07D,V23B,31.1,3,
C07D,V24A,13,2.6,
C07D,V24B,32.5,3.1,
C07D,V24C,15.4,2.7,
C07D,V24D,9,2,
C07D,V24E,16.2,2.8,
C07D,V24F,13.8,2.8,
C07D,V25A,75.4,2.6,
C07D,V25B,24.6,2.6,
C07D,V26A,6.1,1.5,
C07D,V26B,5.5,1.5,
C07D,V26C,26,2.8,
C07D,V26D,20,2.4,
C07D,V26E,26,3.1,
C07D,V26F,16.5,2.7,
C07D,V27A,19,2.4,
C07D,V27B,81,2.4,
C07D,V28A,52.7,3.1,
C07D,V29A,95.3,1.1,
C07D,V30A,87,2.2,
C07E,V00T,24.6,1.2,
C07E,V01A,7.3,1.8,
C07E,V01B,9.9,1.8,
C07E,V01C,9.9,1.9,
C07E,V01D,20.3,2.4,
C07E,V01E,23.5,2.7,
C07E,V01F,14.6,2.2,
C07E,V01G,14.5,2.4,
C07E,V01M,7.4,0.1,
C07E,V02A,31.1,3,
C07E,V02B,15.2,2.2,
C07E,V02C,10.4,1.6,
C07E,V02D,16.4,2.2,
C07E,V02E,13.9,2,
C07E,V02F,4.9,1.1,
C07E,V02G,8.2,1.9,
C07E,V02M,5.6,0.2,
C07E,V03A,59.9,3.2,
C07E,V03B,31.8,3.1,
C07E,V03C,6.1,1.4,
C07E,V03D,2.2,0.9,*
C07E,V04F,87.2,12.5,
C07E,V05A,12.8,12.5,**
C07E,V06A,48.2,3.6,
C07E,V06B,39.7,3.5,
C07E,V06C,9.3,2.3,
C07E,V06D,2.8,1.1,*
C07E,V07A,78.8,15.4,
C07E,V08A,34.1,19.3,**
C07E,V09A,72,3,
C07E,V09B,25.2,2.8,
C07E,V09C,2.2,1,*
C07E,V09D,0.5,0.5,**
C07E,V10A,59.5,80.4,***
C07E,V11A,47.7,73.9,***
C07E,V12A,41.1,3.3,
C07E,V12B,27.8,2.8,
C07E,V12C,10.4,2,
C07E,V12D,20.7,3.2,
C07E,V13A,47.5,8.2,
C07E,V14A,19.5,8,*
C07E,V15A,34.2,9.2,
C07E,V16A,11.4,5.5,*
C07E,V17A,44.6,3.1,
C07E,V17B,55.4,3.1,
C07E,V18A,6.7,2.1,*
C07E,V18B,49.3,4.2,
C07E,V18C,24.4,3.5,
C07E,V18D,6.3,2,*
C07E,V18E,7.5,2.4,*
C07E,V18F,5.8,2.2,*
C07E,V19A,75.8,3.4,
C07E,V19B,24.2,3.4,
C07E,V20A,25.9,2.8,
C07E,V20B,9.8,1.7,
C07E,V20C,6.9,1.9,
C07E,V20D,21.6,2.9,
C07E,V20E,4.7,1.6,*
C07E,V20F,24.2,2.9,
C07E,V20G,6.8,1.7,
C07E,V21A,82,2.9,
C07E,V21B,18,2.9,
C07E,V22A,7.8,1.8,
C07E,V22B,7.2,1.7,
C07E,V22C,53.8,3.5,
C07E,V22D,6.5,1.8,
C07E,V22E,5.2,1.7,*
C07E,V22F,2.9,1.4,*
C07E,V22G,13.8,2.6,
C07E,V22H,2.8,1,*
C07E,V23A,68.1,3.5,
C07E,V23B,31.9,3.5,
C07E,V24A,8.3,2.1,
C07E,V24B,38.6,4.1,
C07E,V24C,12.1,2.3,
C07E,V24D,9.6,2.5,
C07E,V24E,16.3,2.6,
C07E,V24F,15.1,2.7,
C07E,V25A,74.2,3.3,
C07E,V25B,25.8,3.3,
C07E,V26A,5.7,2.1,*
C07E,V26B,6.3,1.8,
C07E,V26C,26,3.2,
C07E,V26D,20.8,3.1,
C07E,V26E,25.9,3.1,
C07E,V26F,15.4,2.8,
C07E,V27A,23.3,2.7,
C07E,V27B,76.7,2.7,
C07E,V28A,53.4,3.2,
C07E,V29A,96.7,1,
C07E,V30A,90.2,2,
C08A,V00T,42.7,1.2,
C08A,V01A,10.2,1.3,
C08A,V01B,15.1,1.6,
C08A,V01C,10.6,1.4,
C08A,V01D,17.7,1.6,
C08A,V01E,20.5,1.8,
C08A,V01F,12.3,1.5,
C08A,V01G,13.6,1.7,
C08A,V01M,7,0.1,
C08A,V02A,30,1.9,
C08A,V02B,15.7,1.6,
C08A,V02C,9.4,1.2,
C08A,V02D,14.2,1.5,
C08A,V02E,13.3,1.4,
C08A,V02F,6.2,0.9,
C08A,V02G,11.3,1.3,
C08A,V02M,5.7,0.1,
C08A,V03A,56.4,2.6,
C08A,V03B,34.9,2.4,
C08A,V03C,5.3,1,
C08A,V03D,3.3,1,
C08A,V04F,71.7,11.1,
C08A,V05A,36,12.3,*
C08A,V06A,42.6,2.4,
C08A,V06B,42.6,2.2,
C08A,V06C,9.9,1.5,
C08A,V06D,4.9,1.1,
C08A,V07A,72.7,8.7,
C08A,V08A,41.8,10.8,
C08A,V09A,63,2.4,
C08A,V09B,31.6,2.1,
C08A,V09C,3.6,0.7,
C08A,V09D,1.8,0.6,*
C08A,V10A,63.4,16.6,
C08A,V11A,43.9,17.1,*
C08A,V12A,37.1,2.2,
C08A,V12B,30.2,2.3,
C08A,V12C,9.1,1.1,
C08A,V12D,23.6,2,
C08A,V13A,39.1,5.3,
C08A,V14A,13.4,4.3,*
C08A,V15A,43.9,5.7,
C08A,V16A,12.8,2.8,
C08A,V17A,51.1,2.4,
C08A,V17B,48.9,2.4,
C08A,V18A,6.7,1.8,
C08A,V18B,46.2,3,
C08A,V18C,28.6,2.5,
C08A,V18D,4.7,1,
C08A,V18E,6.8,1.4,
C08A,V18F,7,1.3,
C08A,V19A,74.1,2.4,
C08A,V19B,25.9,2.4,
C08A,V20A,31.4,2.1,
C08A,V20B,8.9,1.3,
C08A,V20C,4.9,1,
C08A,V20D,15.4,1.5,
C08A,V20E,2.7,0.7,
C08A,V20F,28,2.3,
C08A,V20G,8.6,1.3,
C08A,V21A,78.7,2,
C08A,V21B,21.3,2,
C08A,V22A,10,1.5,
C08A,V22B,7.2,1.4,
C08A,V22C,44.7,2.3,
C08A,V22D,5.1,1.2,
C08A,V22E,5.2,1.2,
C08A,V22F,4.5,0.9,
C08A,V22G,18.8,2.1,
C08A,V22H,4.5,1,
C08A,V23A,67.3,2.4,
C08A,V23B,32.7,2.4,
C08A,V24A,12.5,1.9,
C08A,V24B,33.9,2.2,
C08A,V24C,14.7,1.8,
C08A,V24D,9.9,1.7,
C08A,V24E,12.9,1.7,
C08A,V24F,16.1,2.1,
C08A,V25A,72.8,2.1,
C08A,V25B,27.2,2.1,
C08A,V26A,5.9,1.2,
C08A,V26B,6.1,1.1,
C08A,V26C,27.2,2.4,
C08A,V26D,19.2,1.7,
C08A,V26E,25.2,2.2,
C08A,V26F,16.5,1.9,
C08A,V27A,17.6,1.9,
C08A,V27B,82.4,1.9,
C08A,V28A,54.1,2.3,
C08A,V29A,94.5,1.1,
C08A,V30A,85.6,1.8,
C08B,V00T,37.3,1.4,
C08B,V01A,10,1.4,
C08B,V01B,14.2,1.6,
C08B,V01C,12.1,1.2,
C08B,V01D,20.5,1.9,
C08B,V01E,21.5,1.8,
C08B,V01F,10.3,1.5,
C08B,V01G,11.5,1.4,
C08B,V01M,6.9,0.1,
C08B,V02A,33.2,2.1,
C08B,V02B,16,1.5,
C08B,V02C,9.3,1.3,
C08B,V02D,14.2,1.4,
C08B,V02E,12.5,1.4,
C08B,V02F,6.5,1.3,
C08B,V02G,8.3,1.3,
C08B,V02M,5.5,0.1,
C08B,V03A,58.9,2.4,
C08B,V03B,33.5,2.1,
C08B,V03C,5.7,1.2,
C08B,V03D,1.9,0.7,*
C08B,V04F,70.4,14.2,
C08B,V05A,40.6,18.6,*
C08B,V06A,47,2.5,
C08B,V06B,41.1,2.1,
C08B,V06C,8.8,1.4,
C08B,V06D,3.1,0.9,
C08B,V07A,72.6,12.8,
C08B,V08A,42,13,*
C08B,V09A,66.3,2.5,
C08B,V09B,30.4,2.4,
C08B,V09C,2.7,0.8,*
C08B,V09D,0.6,0.3,*
C08B,V10A,51.8,22.5,*
C08B,V11A,48.2,22.5,*
C08B,V12A,37.2,2.4,
C08B,V12B,29.2,1.8,
C08B,V12C,10.2,1.5,
C08B,V12D,23.4,2.2,
C08B,V13A,37.6,5.3,
